Loan_ID,Loan_Amount,Loan_Term,Annual_Income,Credit_Score,Employment_Length,Loan_Status,Loan_Issue_Date
LN00499,38220,48,126759,432,10,Approved,2020-09-08
LN00500,27646,48,197047,467,20,Approved,2011-03-25
LN00501,39649,60,85696,544,15,Approved,2013-12-21
LN00502,24049,36,176904,576,21,Approved,2021-06-05
LN00503,15069,12,107826,558,16,Default,2016-10-22
LN00504,33580,24,175958,345,23,Approved,2012-02-21
LN00505,32843,12,159490,645,24,Approved,2019-10-09
LN00506,3849,24,143152,536,26,Approved,2010-06-21
LN00507,41158,24,27081,352,4,Approved,2020-04-27
LN00508,24289,36,122716,447,25,Approved,2016-08-05
LN00509,45690,60,161186,832,6,Approved,2016-04-02
LN00510,36257,12,38722,389,9,Approved,2011-03-09
LN00511,10823,60,107508,532,12,Approved,2024-01-23
LN00512,42975,48,149752,350,19,Approved,2017-08-17
LN00513,10540,36,37985,693,14,Default,2023-07-17
LN00514,17364,36,156960,513,5,Approved,2024-08-05
LN00515,5611,48,140234,750,1,Approved,2015-02-03
LN00516,28663,12,103845,638,3,Approved,2013-09-12
LN00517,39646,48,143446,650,20,Approved,2020-09-24
LN00518,31977,12,170371,584,13,Approved,2017-04-28
LN00519,30168,24,126747,544,24,Approved,2011-07-03
LN00520,26471,36,42036,849,28,Default,2023-11-09
LN00521,23687,12,49346,525,24,Approved,2019-10-15
LN00522,1851,60,133507,740,23,Approved,2019-12-18
LN00523,19071,60,134673,773,28,Default,2010-06-16
LN00524,7833,36,46691,743,14,Approved,2019-08-14
LN00525,12938,48,125578,711,27,Approved,2020-04-18
LN00526,36195,48,37986,545,13,Approved,2016-07-28
LN00527,27144,12,178918,799,3,Approved,2018-09-06
LN00528,5000,48,69665,849,5,Default,2014-07-06
LN00529,6052,36,133408,416,6,Approved,2018-09-25
LN00530,36506,12,192473,663,12,Approved,2020-04-03
LN00531,29074,24,93728,503,16,Approved,2022-03-07
LN00532,39155,48,70054,650,28,Approved,2017-03-06
LN00533,41770,48,189559,618,16,Approved,2024-02-15
LN00534,33320,12,160484,658,3,Default,2019-04-25
LN00535,39304,60,101499,816,18,Approved,2023-03-28
LN00536,47247,48,119159,788,25,Approved,2011-06-27
LN00537,4913,36,86553,406,19,Approved,2013-09-01
LN00538,18450,48,25279,471,12,Approved,2019-10-25
LN00539,25107,24,27712,818,28,Default,2011-07-22
LN00540,21764,48,35817,827,8,Approved,2019-09-09
LN00541,44404,60,113616,619,1,Approved,2017-07-08
LN00542,21491,48,157696,336,29,Approved,2020-01-23
LN00543,39494,12,180198,798,19,Approved,2015-04-25
LN00544,4373,48,100667,564,22,Approved,2023-01-31
LN00545,13161,60,188534,701,17,Approved,2014-10-27
LN00546,32996,12,197887,517,23,Approved,2016-02-08
LN00547,28122,36,46093,629,25,Approved,2020-10-20
LN00548,35850,12,131030,485,19,Approved,2017-05-25
LN00549,28350,24,137385,680,24,Default,2012-10-25
LN00550,28472,12,183597,508,29,Default,2022-04-08
LN00551,29761,36,49030,587,16,Approved,2020-02-21
LN00552,26351,48,64067,387,6,Approved,2012-01-12
LN00553,24132,12,156279,435,16,Approved,2014-11-11
LN00554,16305,12,96433,457,26,Approved,2016-02-13
LN00555,10817,12,46639,454,9,Approved,2014-06-02
LN00556,12261,12,153864,762,26,Default,2019-09-07
LN00557,1417,36,20420,519,24,Approved,2011-07-12
LN00558,42576,60,39198,758,13,Approved,2021-07-12
LN00559,21358,60,186680,466,27,Approved,2013-09-29
LN00560,4267,12,197277,621,25,Approved,2012-05-07
LN00561,18209,36,102951,811,11,Approved,2018-04-10
LN00562,25052,36,37875,386,28,Default,2021-11-13
LN00563,39513,12,90511,844,25,Approved,2014-12-16
LN00564,27092,24,111997,574,11,Approved,2016-06-14
LN00565,12338,12,41331,440,16,Approved,2021-02-17
LN00566,1412,24,36893,652,18,Approved,2021-05-20
LN00567,8543,12,38243,304,27,Approved,2023-02-23
LN00568,41355,24,35535,681,22,Approved,2019-06-02
LN00569,34496,24,87394,633,13,Approved,2019-08-08
LN00570,24548,12,176561,774,28,Approved,2022-01-05
LN00571,28384,24,99214,329,16,Approved,2012-01-17
LN00572,45425,48,140295,646,14,Default,2010-08-29
LN00573,39756,60,120369,792,20,Approved,2024-11-27
LN00574,19888,36,132695,794,5,Default,2023-09-30
LN00575,36735,24,33346,687,29,Approved,2013-02-26
LN00576,48295,24,199077,552,18,Approved,2012-08-10
LN00577,49816,36,157845,329,28,Approved,2020-10-14
LN00578,18506,24,142580,641,21,Approved,2017-01-18
LN00579,21463,36,95324,586,19,Approved,2019-01-14
LN00580,18955,12,183415,696,5,Approved,2018-10-21
LN00581,38841,48,122746,808,5,Approved,2023-03-31
LN00582,6104,48,94783,543,3,Approved,2010-06-25
LN00583,35911,60,197035,520,0,Approved,2012-12-12
LN00584,24190,24,193055,455,18,Approved,2010-12-01
LN00585,8357,60,187044,682,10,Approved,2023-09-04
LN00586,33479,12,36959,619,25,Approved,2023-01-07
LN00587,45811,48,109343,672,6,Approved,2019-01-25
LN00588,37208,12,185205,830,1,Approved,2022-06-05
LN00589,21150,12,71150,514,3,Approved,2014-09-27
LN00590,6644,24,41734,666,5,Approved,2024-05-22
LN00591,44286,12,37400,413,4,Approved,2020-07-20
LN00592,48320,48,171074,499,29,Approved,2023-04-24
LN00593,3914,60,118329,324,21,Approved,2014-09-21
LN00594,22352,48,144438,420,20,Approved,2012-03-13
LN00595,47352,24,187564,302,8,Approved,2012-06-30
LN00596,45912,48,117753,744,10,Approved,2021-05-29
LN00597,15397,36,128863,553,27,Approved,2018-02-26
LN00598,42555,60,181947,319,28,Default,2023-10-31
LN00599,47959,36,176118,503,17,Default,2019-08-06
LN00600,1728,36,174736,656,19,Approved,2018-05-26
LN00601,1698,24,175525,427,16,Approved,2010-12-02
LN00602,40954,12,24746,657,27,Approved,2022-05-12
LN00603,48280,36,143765,591,12,Approved,2024-11-03
LN00604,14923,48,164289,473,22,Approved,2020-08-16
LN00605,17779,12,83184,654,16,Approved,2021-11-11
LN00606,8400,48,108898,336,21,Approved,2015-07-09
LN00607,25466,48,61835,609,25,Approved,2020-01-08
LN00608,37939,12,29133,383,9,Default,2022-08-07
LN00609,5360,12,121345,809,28,Approved,2023-11-25
LN00610,36270,48,60533,743,24,Approved,2011-02-03
LN00611,18101,24,156476,719,17,Approved,2017-04-12
LN00612,33307,60,184411,504,16,Approved,2019-04-18
LN00613,6486,60,48725,787,11,Approved,2021-03-21
LN00614,9335,24,196452,387,14,Default,2018-12-01
LN00615,22364,12,199145,551,26,Approved,2010-01-16
LN00616,38259,48,147240,330,26,Approved,2021-12-23
LN00617,24576,60,192413,720,26,Approved,2024-12-23
LN00618,32667,48,21236,360,25,Approved,2014-04-26
LN00619,12130,24,87916,525,28,Approved,2023-11-07
LN00620,22972,48,125481,634,18,Approved,2018-01-13
LN00621,41419,24,148357,410,21,Default,2011-01-13
LN00622,2167,12,34538,790,14,Approved,2024-03-02
LN00623,28192,24,163043,571,12,Approved,2013-10-11
LN00624,2062,24,119821,333,6,Approved,2019-01-27
LN00625,19540,60,58655,511,10,Approved,2012-01-24
LN00626,25244,48,80784,599,7,Approved,2013-07-31
LN00627,22545,60,142547,672,19,Approved,2014-07-17
LN00628,22689,36,138177,424,15,Approved,2022-05-30
LN00629,12174,24,188482,402,23,Approved,2023-01-27
LN00630,23925,36,110982,419,22,Approved,2022-08-26
LN00631,38497,60,172775,846,10,Approved,2010-02-23
LN00632,10348,48,64191,630,23,Approved,2015-08-23
LN00633,24714,60,74112,608,4,Approved,2019-12-22
LN00634,39102,48,31399,711,25,Approved,2024-09-23
LN00635,9924,48,124365,698,6,Approved,2010-03-21
LN00636,38098,12,32685,605,15,Approved,2016-11-28
LN00637,25394,24,107777,462,29,Approved,2018-07-16
LN00638,7801,60,24487,364,15,Approved,2019-11-12
LN00639,38614,48,32018,515,19,Default,2010-10-13
LN00640,7731,60,181897,325,28,Approved,2019-06-01
LN00641,49136,60,158822,343,16,Approved,2014-04-26
LN00642,24625,48,103220,389,18,Approved,2012-08-01
LN00643,18337,36,63118,432,27,Approved,2010-08-16
LN00644,36307,24,79615,460,25,Approved,2015-05-31
LN00645,8056,24,99946,679,14,Approved,2016-01-28
LN00646,12516,12,141869,560,24,Approved,2014-03-01
LN00647,45261,12,35105,682,14,Approved,2019-01-30
LN00648,2542,12,169985,668,26,Approved,2015-06-08
LN00649,22677,24,121564,410,19,Approved,2019-06-27
LN00650,47732,36,67342,376,29,Approved,2022-08-25
LN00651,40081,24,132016,508,20,Default,2014-10-17
LN00652,28569,24,80506,312,14,Approved,2020-03-12
LN00653,24322,24,44967,847,2,Approved,2016-06-03
LN00654,20065,24,56023,324,11,Default,2013-12-31
LN00655,18924,36,74288,845,26,Approved,2022-07-10
LN00656,23556,12,144939,439,5,Approved,2013-04-23
LN00657,27962,60,121541,574,19,Approved,2020-05-23
LN00658,29295,12,46622,669,4,Approved,2016-11-13
LN00659,14807,12,65201,521,10,Approved,2024-04-15
LN00660,43348,60,36350,336,22,Approved,2016-10-17
LN00661,27432,24,74820,428,11,Approved,2014-07-26
LN00662,18749,36,68709,615,6,Approved,2014-02-05
LN00663,42459,36,108232,622,8,Approved,2024-10-02
LN00664,27256,12,178542,732,17,Approved,2017-10-14
LN00665,41262,60,181961,517,13,Approved,2022-11-30
LN00666,38080,48,161296,547,3,Default,2013-12-02
LN00667,2324,24,156537,410,7,Approved,2015-04-05
LN00668,26731,12,102418,446,15,Approved,2012-07-18
LN00669,36909,36,117739,643,3,Approved,2022-04-10
LN00670,24803,60,75214,808,27,Approved,2019-05-06
LN00671,20870,60,154016,804,18,Approved,2015-04-25
LN00672,35578,12,44336,433,29,Approved,2021-10-19
LN00673,7588,48,58624,763,25,Approved,2011-08-15
LN00674,39069,36,85206,490,5,Default,2011-01-01
LN00675,27790,12,64764,462,18,Approved,2016-01-31
LN00676,26289,48,114325,755,14,Approved,2010-09-30
LN00677,29178,60,65420,360,11,Default,2019-12-01
LN00678,29710,24,124381,304,29,Default,2019-12-22
LN00679,16485,36,85671,336,11,Approved,2022-07-22
LN00680,45482,36,166845,759,1,Default,2011-08-25
LN00681,21652,48,127596,516,8,Approved,2018-08-09
LN00682,5748,12,46447,438,2,Approved,2011-09-04
LN00683,22233,60,155105,398,0,Approved,2010-11-23
LN00684,10435,48,40497,563,13,Approved,2014-09-03
LN00685,4709,24,99714,523,27,Approved,2022-03-01
LN00686,31355,24,146892,310,27,Approved,2021-09-01
LN00687,14116,24,172050,626,12,Approved,2018-01-06
LN00688,26470,48,163954,649,28,Approved,2023-04-10
LN00689,43344,60,168017,678,24,Default,2024-08-10
LN00690,43918,36,79870,530,4,Approved,2015-10-10
LN00691,40298,12,169667,440,6,Approved,2015-05-19
LN00692,43956,36,117847,348,13,Approved,2013-04-24
LN00693,15683,60,116134,750,15,Approved,2022-03-18
LN00694,1504,36,186521,790,17,Approved,2012-10-20
LN00695,34982,48,121110,504,13,Approved,2024-07-07
LN00696,35299,24,169711,708,0,Approved,2014-10-21
LN00697,29016,60,196442,706,5,Default,2015-09-13
LN00698,24960,60,91918,350,28,Default,2022-04-28
LN00699,34591,36,193782,474,20,Default,2018-01-23
LN00700,18312,48,23159,560,9,Approved,2015-03-01
LN00701,38797,36,91192,779,5,Approved,2015-09-07
LN00702,47196,36,86988,522,1,Approved,2021-01-11
LN00703,3105,60,127739,568,6,Approved,2021-07-03
LN00704,37395,36,38706,617,16,Approved,2020-08-05
LN00705,46740,24,160934,684,26,Approved,2014-12-28
LN00706,23700,36,30219,518,23,Approved,2018-09-14
LN00707,35620,24,109017,353,13,Approved,2013-06-10
LN00708,38678,60,54536,499,22,Approved,2010-07-15
LN00709,21559,48,91632,638,6,Approved,2018-05-15
LN00710,28509,24,128798,604,21,Default,2021-10-07
LN00711,28860,48,53937,544,25,Approved,2015-11-27
LN00712,12003,48,41094,507,20,Approved,2022-09-13
LN00713,22732,24,145312,810,8,Approved,2010-02-10
LN00714,26826,60,124894,558,18,Default,2024-03-11
LN00715,31354,12,137118,679,29,Approved,2020-06-11
LN00716,14843,48,178996,462,24,Approved,2023-08-26
LN00717,45472,48,103325,640,20,Approved,2011-11-13
LN00718,49529,60,151195,829,23,Approved,2017-10-30
LN00719,7190,60,91445,333,10,Approved,2016-09-28
LN00720,18640,36,51854,622,2,Approved,2015-07-31
LN00721,39413,60,80796,480,22,Approved,2016-08-16
LN00722,43356,48,89432,646,25,Approved,2014-08-02
LN00723,45597,24,191906,491,3,Approved,2017-10-22
LN00724,41821,12,37111,545,4,Approved,2010-12-30
LN00725,4330,36,92575,544,3,Approved,2024-08-30
LN00726,20087,24,130380,432,12,Approved,2016-11-23
LN00727,42430,12,44099,496,8,Default,2011-05-15
LN00728,25504,12,128871,646,27,Approved,2018-05-12
LN00729,8114,12,35029,348,22,Approved,2016-10-06
LN00730,14323,24,182883,363,13,Default,2011-08-02
LN00731,35121,36,35793,403,15,Approved,2024-07-13
LN00732,11975,36,68106,512,21,Default,2020-07-31
LN00733,12023,12,105662,816,5,Approved,2013-06-11
LN00734,22447,24,152044,418,26,Approved,2018-02-20
LN00735,25933,12,151432,541,9,Default,2023-10-21
LN00736,24959,60,153704,579,22,Approved,2024-11-14
LN00737,1667,36,187030,723,20,Approved,2020-11-29
LN00738,30703,48,100882,662,25,Approved,2018-03-08
LN00739,10337,12,133858,605,12,Approved,2014-03-05
LN00740,47427,60,169080,785,29,Default,2022-03-12
LN00741,37487,36,97656,613,2,Approved,2021-07-23
LN00742,20129,24,181355,812,26,Approved,2010-09-09
LN00743,41251,36,70908,466,10,Approved,2011-01-17
LN00744,32921,24,158890,693,2,Default,2014-12-10
LN00745,34307,24,50579,362,6,Approved,2015-06-11
LN00746,28355,12,75178,571,26,Approved,2023-03-06
LN00747,38732,12,133204,336,29,Default,2024-04-15
LN00748,5835,36,115373,315,9,Approved,2016-11-04
LN00749,21159,60,152047,642,0,Approved,2017-03-27
LN00750,39810,36,36265,645,3,Approved,2010-01-24
LN00751,48605,48,83518,838,25,Approved,2010-12-19
LN00752,41080,24,155390,532,29,Approved,2023-02-12
LN00753,39088,24,140611,715,7,Approved,2021-03-12
LN00754,14216,12,186153,566,19,Approved,2022-08-16
LN00755,36547,60,135475,625,16,Approved,2012-02-10
LN00756,32471,12,194141,742,4,Approved,2024-02-06
LN00757,18308,48,124968,375,16,Approved,2023-01-06
LN00758,28532,36,131686,546,8,Approved,2017-11-21
LN00759,35349,36,96377,612,7,Approved,2014-10-14
LN00760,46445,60,111671,642,29,Default,2012-11-16
LN00761,6713,12,163499,481,6,Approved,2024-12-28
LN00762,5804,12,191323,698,4,Approved,2011-09-14
LN00763,11136,48,122263,540,3,Approved,2010-01-19
LN00764,1009,36,176237,591,22,Approved,2017-01-19
LN00765,20255,12,141359,353,2,Default,2012-03-04
LN00766,24793,60,118844,444,7,Approved,2019-02-24
LN00767,30548,36,84927,655,4,Approved,2024-06-01
LN00768,38892,48,93170,776,4,Default,2020-03-28
LN00769,2015,60,96150,321,16,Approved,2015-03-18
LN00770,28712,24,44866,630,28,Approved,2022-09-12
LN00771,35961,48,30282,591,14,Approved,2022-11-26
LN00772,9415,60,171391,535,25,Approved,2015-04-25
LN00773,47318,12,187798,328,26,Approved,2013-04-21
LN00774,48280,24,35412,459,7,Approved,2021-03-04
LN00775,24833,48,144135,829,6,Approved,2010-06-14
LN00776,5158,12,140019,849,16,Approved,2020-04-15
LN00777,21309,24,44583,400,11,Approved,2017-12-21
LN00778,7970,36,81922,589,27,Approved,2018-09-01
LN00779,7938,12,26185,676,3,Approved,2024-08-08
LN00780,22168,60,106348,472,19,Approved,2013-04-26
LN00781,47540,48,111368,642,27,Approved,2018-08-26
LN00782,21384,24,37423,490,24,Approved,2014-01-21
LN00783,19017,12,71268,738,25,Approved,2014-02-04
LN00784,11344,36,132692,642,17,Approved,2014-11-28
LN00785,41034,48,192716,424,3,Approved,2024-03-01
LN00786,9702,48,187858,659,9,Approved,2016-08-16
LN00787,1384,12,115201,802,2,Approved,2020-03-16
LN00788,1404,36,103744,472,25,Default,2010-12-31
LN00789,41943,24,138222,693,4,Approved,2021-07-16
LN00790,48926,12,108590,760,11,Approved,2011-02-13
LN00791,30189,24,181549,419,22,Approved,2010-12-29
LN00792,13763,48,142942,572,4,Approved,2019-06-03
LN00793,19384,24,154643,657,4,Approved,2023-11-02
LN00794,33606,36,39576,685,3,Default,2024-06-08
LN00795,10860,60,139641,618,29,Approved,2022-02-05
LN00796,39757,36,160752,560,24,Approved,2012-01-28
LN00797,16106,24,176778,580,5,Approved,2019-03-20
LN00798,24574,12,135042,628,9,Approved,2019-09-22
LN00799,24524,48,199508,423,5,Default,2018-03-11
LN00800,4636,60,153846,775,26,Approved,2011-03-24
LN00801,11916,12,168044,577,21,Approved,2018-10-07
LN00802,5809,12,165120,392,21,Approved,2017-07-14
LN00803,33201,36,118908,846,0,Approved,2014-11-27
LN00804,14456,24,128724,427,15,Approved,2016-07-17
LN00805,49212,36,100225,831,10,Approved,2024-09-30
LN00806,39765,24,102273,466,5,Approved,2022-07-07
LN00807,35816,36,146170,535,19,Approved,2010-10-18
LN00808,46106,12,118737,331,17,Approved,2010-06-21
LN00809,18100,48,116537,530,5,Approved,2010-10-28
LN00810,22949,24,77602,490,16,Default,2018-09-02
LN00811,5544,60,86403,807,11,Approved,2020-11-20
LN00812,38744,60,47182,756,16,Approved,2018-04-03
LN00813,46543,12,99876,554,20,Default,2016-04-23
LN00814,43783,36,67059,578,21,Approved,2014-10-13
LN00815,27657,36,159859,355,17,Approved,2011-05-30
LN00816,37187,12,20393,405,9,Default,2011-11-10
LN00817,48198,60,81775,491,23,Default,2020-11-23
LN00818,8239,60,163128,577,19,Approved,2019-05-15
LN00819,15489,36,196029,843,11,Approved,2023-09-17
LN00820,44125,24,179501,474,3,Approved,2016-03-02
LN00821,29538,48,65909,384,9,Approved,2023-02-07
LN00822,33049,24,72906,515,29,Approved,2010-12-10
LN00823,38131,60,117435,313,4,Approved,2010-01-29
LN00824,43944,24,106290,336,25,Approved,2019-06-10
LN00825,9427,48,64389,326,3,Approved,2015-11-23
LN00826,42348,24,40905,369,26,Approved,2010-04-17
LN00827,25285,24,77557,453,29,Approved,2021-06-29
LN00828,38626,24,136814,737,15,Approved,2024-09-25
LN00829,43808,24,198373,570,4,Approved,2017-02-12
LN00830,23928,12,104752,840,25,Approved,2019-03-15
LN00831,20198,60,198331,373,18,Approved,2011-05-05
LN00832,20758,48,24574,448,23,Approved,2020-04-18
LN00833,16254,60,108291,805,5,Approved,2021-05-25
LN00834,45238,12,116777,309,23,Approved,2018-10-28
LN00835,2252,12,44737,801,20,Approved,2010-10-05
LN00836,40764,12,43390,361,6,Approved,2021-02-28
LN00837,13173,12,111612,687,9,Approved,2013-10-05
LN00838,38441,24,72330,531,6,Approved,2011-09-20
LN00839,27698,60,91082,827,21,Approved,2017-05-19
LN00840,16781,36,172352,849,13,Approved,2013-03-16
LN00841,14051,48,41037,744,27,Approved,2022-03-19
LN00842,40649,12,136668,620,9,Approved,2011-11-09
LN00843,7949,60,139229,382,29,Approved,2020-03-06
LN00844,43289,12,191648,733,28,Approved,2019-03-16
LN00845,9017,12,179636,316,19,Approved,2019-04-25
LN00846,7941,12,116342,668,21,Approved,2016-09-08
LN00847,26934,12,109928,554,24,Approved,2011-07-09
LN00848,24386,12,48087,755,10,Approved,2012-03-13
LN00849,11209,48,129844,832,13,Approved,2013-03-08
LN00850,18715,60,32803,691,11,Approved,2011-02-28
LN00851,29920,12,197074,619,3,Approved,2013-06-30
LN00852,32703,12,86761,519,12,Approved,2011-02-20
LN00853,43318,12,148574,713,21,Default,2018-03-12
LN00854,5637,12,98579,331,21,Approved,2015-06-29
LN00855,5854,24,167235,315,28,Approved,2017-07-07
LN00856,44088,24,56764,708,2,Approved,2022-10-17
LN00857,38660,36,67055,472,12,Approved,2017-11-03
LN00858,40811,12,71599,478,19,Approved,2015-07-06
LN00859,20856,36,102787,796,18,Approved,2021-09-15
LN00860,22833,48,59720,403,14,Approved,2015-01-05
LN00861,20963,36,113120,616,18,Approved,2021-10-19
LN00862,37932,60,195556,480,25,Approved,2021-08-19
LN00863,28169,24,147976,431,27,Approved,2023-10-16
LN00864,8941,24,134067,454,19,Approved,2020-10-15
LN00865,15388,12,189924,658,28,Approved,2020-08-07
LN00866,6569,12,33219,534,3,Approved,2024-05-09
LN00867,5300,48,128508,464,5,Approved,2014-06-06
LN00868,40037,48,110351,726,28,Approved,2014-07-02
LN00869,37586,60,68865,787,14,Approved,2017-08-31
LN00870,13015,12,74457,512,3,Approved,2014-12-09
LN00871,46002,12,110159,456,5,Approved,2012-08-11
LN00872,7254,48,187889,374,1,Approved,2019-01-28
LN00873,18144,48,113391,734,3,Approved,2023-05-16
LN00874,25214,48,70400,477,17,Approved,2024-11-08
LN00875,41118,24,56258,611,14,Approved,2018-10-13
LN00876,16183,36,131466,426,11,Approved,2013-03-28
LN00877,7238,36,169353,676,7,Approved,2021-08-18
LN00878,7090,12,97264,644,11,Approved,2012-06-27
LN00879,12637,24,196752,524,8,Approved,2019-12-05
LN00880,23415,48,189795,316,6,Approved,2022-02-16
LN00881,25071,12,161234,796,21,Approved,2011-04-08
LN00882,46415,24,128877,772,7,Approved,2014-02-01
LN00883,43679,60,31338,610,19,Approved,2012-11-15
LN00884,42240,24,31675,436,9,Approved,2018-11-12
LN00885,19271,12,109606,774,10,Approved,2019-05-31
LN00886,37034,36,40080,516,1,Approved,2023-06-03
LN00887,34434,48,33936,495,29,Approved,2022-06-01
LN00888,5188,60,30019,500,3,Approved,2022-04-17
LN00889,11161,24,108304,665,20,Approved,2019-09-09
LN00890,29732,12,24486,827,24,Approved,2010-09-24
LN00891,12314,12,102021,699,20,Approved,2014-04-08
LN00892,24954,48,138411,824,24,Approved,2024-07-23
LN00893,22508,12,170184,513,8,Approved,2015-12-09
LN00894,22969,12,71697,640,7,Default,2015-02-28
LN00895,46659,48,75998,628,4,Approved,2022-12-22
LN00896,38545,60,129537,418,13,Approved,2019-09-10
LN00897,37668,36,117816,724,27,Approved,2017-11-06
LN00898,24061,36,46576,672,1,Approved,2021-09-18
LN00899,14716,24,128064,478,20,Default,2016-12-21
